distributor_id,date,pos_code,units,amount
D009,2026-04-25,P001815,195.73,2062.05
D009,2026-05-22,P001815,117.09,2107.57
D009,2026-06-16,P001815,204.21,3206.45
D009,2025-12-13,P001816,181.25,4227.94
D009,2026-01-17,P001816,503.49,4759.17
D009,2026-02-24,P001816,276.4,2738.57
D009,2026-03-22,P001816,217.88,3537.83
D009,2026-04-21,P001816,297.59,4831.23
D009,2026-05-03,P001816,183.5,3047.85
D009,2026-06-08,P001816,158.57,2225.23
D009,2025-11-19,P001817,252.84,5369.15
D009,2025-12-05,P001817,208.7,4972.04
D009,2026-01-05,P001817,878.87,7103.5
D009,2026-02-13,P001817,342.77,7196.51
D009,2026-03-06,P001817,548.53,8716.79
D009,2026-05-20,P001817,575.48,5685.55
D009,2025-11-14,P001818,61.97,1531.34
D009,2026-01-19,P001818,122.81,1411.08
D009,2026-03-08,P001818,95.0,1436.39
D009,2026-04-16,P001818,153.86,2375.31
D009,2026-05-22,P001818,105.19,2327.04
D009,2026-06-18,P001818,142.74,2729.58
D009,2025-11-13,P001819,141.18,3165.74
D009,2025-12-03,P001819,194.73,2043.7
D009,2026-01-04,P001819,73.59,1814.04
D009,2026-02-19,P001819,117.77,2652.27
D009,2026-03-01,P001819,182.96,2135.15
D009,2026-04-06,P001819,101.33,1610.68
D009,2026-05-02,P001819,146.19,2882.25
D009,2025-11-03,P001820,262.79,4168.74
D009,2025-12-13,P001820,487.69,6010.09
D009,2026-02-21,P001820,270.72,4045.36
D009,2026-04-19,P001820,193.76,3845.98
D009,2026-06-11,P001820,256.01,4856.0
D009,2025-11-17,P001821,1249.18,16140.66
D009,2025-12-24,P001821,2094.54,19067.99
D009,2026-01-08,P001821,2496.5,24963.24
D009,2026-03-05,P001821,1529.88,16243.34
D009,2026-04-01,P001821,1381.48,15621.16
D009,2026-06-23,P001821,711.74,13628.04
D009,2025-11-25,P001822,375.31,3218.24
D009,2026-01-19,P001822,372.82,3658.96
D009,2026-02-19,P001822,116.54,2787.88
D009,2026-03-14,P001822,150.57,2867.6
D009,2026-04-17,P001822,142.51,2881.81
D009,2026-05-23,P001822,357.01,4622.76
D009,2026-06-01,P001822,290.76,4191.42
D009,2025-11-09,P001823,308.5,4190.77
D009,2025-12-14,P001823,252.02,4513.92
D009,2026-02-12,P001823,198.59,2464.07
D009,2026-03-05,P001823,301.33,4321.11
D009,2026-04-07,P001823,277.93,5603.95
D009,2026-05-10,P001823,164.0,3695.28
D009,2026-06-22,P001823,139.57,2782.57
D009,2025-11-27,P001824,565.13,8928.5
D009,2025-12-01,P001824,302.49,6603.88
D009,2026-02-15,P001824,213.04,4494.1
D009,2026-03-22,P001824,264.83,6348.21
D009,2026-04-27,P001824,403.48,8316.72
D009,2026-05-13,P001824,561.37,8748.5
D009,2026-06-13,P001824,828.04,7138.63
D009,2025-12-17,P001825,327.5,6941.15
D009,2026-02-23,P001825,663.34,6943.36
D009,2026-04-15,P001825,635.72,8397.16
D009,2026-05-01,P001825,389.81,6050.37
D009,2026-06-27,P001825,301.05,6715.19
D009,2025-11-15,P001826,476.71,9852.35
D009,2025-12-13,P001826,515.05,11076.68
D009,2026-01-21,P001826,689.61,15848.08
D009,2026-03-22,P001826,640.43,9709.0
D009,2026-04-01,P001826,1512.06,20711.58
D009,2026-05-08,P001826,339.04,7940.49
D009,2026-06-12,P001826,562.32,10793.92
D009,2025-11-17,P001827,197.01,2971.17
D009,2026-01-08,P001827,229.79,3493.82
D009,2026-02-18,P001827,131.28,2955.37
D009,2026-03-12,P001827,134.52,2431.91
D009,2026-04-27,P001827,231.89,3339.61
D009,2026-06-17,P001827,55.03,680.84
D009,2025-11-06,P001828,400.53,9570.42
D009,2025-12-07,P001828,496.69,8598.85
D009,2026-01-07,P001828,545.82,11627.04
D009,2026-02-16,P001828,481.83,9138.84
D009,2026-04-13,P001828,272.04,6759.36
D009,2026-05-05,P001828,1036.22,8796.17
D009,2026-06-21,P001828,259.04,6095.12
D009,2025-11-13,P001829,1525.88,36695.55
D009,2025-12-08,P001829,1152.98,27794.41
D009,2026-02-25,P001829,2508.75,36155.35
D009,2026-03-01,P001829,2886.3,29404.82
D009,2026-05-18,P001829,1122.6,24142.57
D009,2026-06-02,P001829,1319.44,27751.15
D009,2025-12-05,P001830,2442.59,23173.55
D009,2026-01-19,P001830,1822.01,28963.22
D009,2026-02-20,P001830,335.62,7538.34
D009,2026-03-09,P001830,1962.42,24408.36
D009,2026-04-20,P001830,1309.61,22648.38
D009,2026-06-16,P001830,1190.28,17481.08
D009,2025-11-04,P001831,925.39,13117.1
D009,2026-03-19,P001831,1629.47,19548.28
D009,2026-05-20,P001831,3444.61,32736.03
D009,2026-06-10,P001831,1124.32,21594.88
D009,2025-11-18,P001832,2369.25,44921.63
D009,2025-12-03,P001832,3594.39,35825.11
D009,2026-01-02,P001832,1445.43,35228.78
D009,2026-02-27,P001832,1503.42,32781.67
D009,2026-04-07,P001832,1067.54,25901.15
D009,2026-05-25,P001832,2549.91,59336.28
D009,2026-06-09,P001832,1479.57,35003.2
D009,2025-11-11,P001833,537.42,11076.26
D009,2025-12-22,P001833,516.05,6680.18
D009,2026-01-06,P001833,540.58,8231.41
D009,2026-02-01,P001833,826.69,13268.89
D009,2026-03-23,P001833,502.97,6951.75
D009,2026-04-08,P001833,391.52,6737.13
D009,2026-05-17,P001833,490.67,8213.59
D009,2026-06-08,P001833,342.17,6703.19
D009,2025-11-02,P001834,273.16,3145.35
D009,2026-01-05,P001834,102.2,2233.48
D009,2026-02-09,P001834,161.25,2809.11
D009,2026-03-06,P001834,98.48,1245.84
D009,2026-04-26,P001834,115.29,2187.97
D009,2026-05-13,P001834,94.74,1534.05
D009,2026-06-24,P001834,153.47,1894.45
D009,2025-11-04,P001835,389.09,3791.36
D009,2025-12-01,P001835,418.42,3431.62
D009,2026-01-21,P001835,469.65,6673.94
D009,2026-02-19,P001835,345.92,4676.9
D009,2026-03-25,P001835,429.43,6342.47
D009,2026-04-03,P001835,367.49,4877.87
D009,2026-05-26,P001835,265.05,5332.46
D009,2026-06-20,P001835,352.96,6051.11
D009,2025-11-25,P001836,5867.7,48841.62
D009,2025-12-15,P001836,1698.92,30865.39
D009,2026-03-02,P001836,2877.07,37443.96
D009,2026-05-10,P001836,5328.74,57703.8
D009,2026-06-20,P001836,1486.98,32192.4
D009,2025-11-22,P001837,269.17,5172.58
D009,2025-12-27,P001837,385.25,7186.7
D009,2026-01-24,P001837,485.9,7641.23
D009,2026-02-11,P001837,352.02,6694.8
D009,2026-03-01,P001837,377.12,6196.8
D009,2026-04-02,P001837,292.59,5159.71
D009,2026-05-16,P001837,159.65,3083.15
D009,2026-06-01,P001837,630.2,6830.4
D009,2025-11-04,P001838,1139.53,26151.39
D009,2025-12-21,P001838,941.02,15107.35
D009,2026-01-02,P001838,1889.7,24262.13
D009,2026-02-26,P001838,980.64,22981.59
D009,2026-03-26,P001838,2001.94,26532.11
D009,2026-04-05,P001838,1038.86,23459.25
D009,2026-05-20,P001838,2104.69,25371.23
D009,2026-06-01,P001838,1021.71,19982.26
D009,2025-12-16,P001839,676.62,6328.9
D009,2026-01-26,P001839,249.86,6185.6
D009,2026-02-18,P001839,315.62,3644.65
D009,2026-03-12,P001839,553.57,6228.47
D009,2026-04-26,P001839,303.82,6567.02
D009,2026-05-08,P001839,311.16,7210.42
D009,2026-06-24,P001839,748.6,8123.88
D009,2025-12-27,P001840,756.33,12149.07
D009,2026-01-24,P001840,1960.89,27372.86
D009,2026-02-07,P001840,1343.88,21446.51
D009,2026-03-08,P001840,568.58,10782.41
D009,2026-04-18,P001840,2343.87,20220.63
D009,2026-05-03,P001840,675.5,15614.86
D009,2026-06-01,P001840,2470.83,29429.65
D009,2025-11-06,P001841,333.61,3139.12
D009,2025-12-16,P001841,182.73,2899.22
D009,2026-01-24,P001841,493.43,4491.91
D009,2026-02-09,P001841,586.32,5351.96
D009,2026-03-12,P001841,231.77,4415.6
D009,2026-04-08,P001841,206.39,4042.12
D009,2026-05-20,P001841,349.83,2823.01
D009,2026-06-09,P001841,330.12,3732.17
D009,2025-11-11,P001842,526.05,6855.9
D009,2026-01-24,P001842,1122.41,10442.22
D009,2026-02-07,P001842,430.84,8513.67
D009,2026-03-27,P001842,656.15,7273.78
D009,2026-04-04,P001842,480.13,8628.41
D009,2026-05-24,P001842,784.85,8203.48
D009,2026-06-06,P001842,406.28,6796.3
D009,2025-12-13,P001843,189.79,1596.58
D009,2026-01-12,P001843,97.57,1669.97
D009,2026-02-11,P001843,135.31,1924.36
D009,2026-03-16,P001843,143.13,3021.81
D009,2026-06-09,P001843,163.39,2822.49
D009,2025-11-01,P001844,734.64,8192.25
D009,2026-01-25,P001844,245.64,5850.6
D009,2026-02-08,P001844,228.8,5533.24
D009,2026-03-16,P001844,205.93,4437.1
D009,2026-04-06,P001844,371.94,7947.51
D009,2026-05-01,P001844,705.16,6552.62
D009,2026-06-24,P001844,539.21,9814.98
D009,2026-01-14,P001845,228.59,4220.46
D009,2026-02-06,P001845,296.71,6603.2
D009,2026-03-26,P001845,471.95,7819.34
D009,2026-04-07,P001845,635.13,5765.08
D009,2026-05-22,P001845,625.43,6234.5
D009,2026-06-09,P001845,274.9,5237.38
D009,2025-11-17,P001846,722.29,8958.14
D009,2025-12-22,P001846,1094.54,11923.29
D009,2026-01-08,P001846,608.98,11296.13
D009,2026-02-10,P001846,1177.24,10611.74
D009,2026-03-03,P001846,437.66,5511.14
D009,2026-04-07,P001846,513.29,8553.66
D009,2026-06-08,P001846,1076.42,10623.2
D009,2025-12-13,P001847,402.13,9399.93
D009,2026-02-18,P001847,520.74,8253.36
D009,2026-03-20,P001847,551.68,7773.0
D009,2026-04-13,P001847,411.15,7542.63
D009,2026-05-27,P001847,600.33,5377.24
D009,2026-06-16,P001847,340.51,5118.85
D009,2025-11-24,P001848,175.88,3889.91
D009,2025-12-02,P001848,459.69,3789.59
D009,2026-01-07,P001848,250.06,3622.04
D009,2026-03-10,P001848,151.13,3635.84
D009,2026-04-25,P001848,152.9,3817.91
D009,2026-05-07,P001848,183.84,3767.11
D009,2026-06-20,P001848,185.26,1862.05
D009,2025-11-19,P001849,371.06,5861.42
D009,2026-01-06,P001849,151.99,2994.91
D009,2026-02-10,P001849,109.91,2603.46
D009,2026-03-25,P001849,187.37,2566.29
D009,2026-05-18,P001849,108.26,2407.63
D009,2026-06-22,P001849,219.27,4130.96
D009,2025-11-15,P001850,2135.8,47558.89
D009,2025-12-02,P001850,7906.06,188003.92
D009,2026-01-23,P001850,6352.03,103610.86
D009,2026-02-14,P001850,7545.55,152317.16
D009,2026-03-24,P001850,8420.44,82060.55
D009,2026-04-16,P001850,6204.91,104635.11
D009,2026-05-05,P001850,9811.5,158601.55
D009,2026-06-22,P001850,7955.23,144684.86
D009,2025-11-11,P001851,180.57,2448.17
D009,2025-12-11,P001851,170.52,3277.3
D009,2026-01-13,P001851,338.2,3708.19
D009,2026-03-11,P001851,120.43,2113.38
D009,2026-04-13,P001851,221.68,2851.2
D009,2026-05-26,P001851,325.93,2934.7
D009,2026-06-22,P001851,188.33,3664.72
D009,2025-12-18,P001852,2919.11,36782.81
D009,2026-02-24,P001852,1739.66,33424.89
D009,2026-03-05,P001852,1123.29,23123.39
D009,2026-04-27,P001852,2485.05,41021.71
D009,2026-05-11,P001852,1417.72,23199.43
D009,2026-06-03,P001852,1725.29,24401.27
D009,2025-11-21,P001853,872.48,12493.48
D009,2026-01-16,P001853,1416.41,15246.57
D009,2026-02-19,P001853,1843.75,14912.29
D009,2026-03-13,P001853,1258.59,19680.29
D009,2026-05-25,P001853,1131.1,11899.75
D009,2026-06-14,P001853,989.56,16715.75
D009,2025-11-02,P001854,1105.02,11624.91
D009,2025-12-27,P001854,369.74,6944.99
D009,2026-01-17,P001854,431.42,9672.07
D009,2026-03-21,P001854,248.98,5967.21
D009,2026-05-09,P001854,412.24,7537.1
D009,2025-12-14,P001855,287.8,4779.01
D009,2026-01-14,P001855,351.97,7310.3
D009,2026-02-11,P001855,588.46,5267.67
D009,2026-03-04,P001855,368.5,7718.73
D009,2026-04-14,P001855,164.23,1998.54
D009,2026-06-06,P001855,232.18,4116.53
D009,2025-11-12,P001856,55.42,778.35
D009,2025-12-19,P001856,163.7,3342.75
D009,2026-01-05,P001856,351.13,5644.3
D009,2026-02-26,P001856,128.54,1627.26
D009,2026-03-18,P001856,285.03,5158.09
D009,2026-04-16,P001856,204.59,4525.61
D009,2025-12-14,P001857,36.05,856.84
D009,2026-01-10,P001857,168.87,3320.35
D009,2026-02-10,P001857,259.8,4295.0
D009,2026-03-18,P001857,222.71,4058.58
D009,2026-04-19,P001857,399.56,6657.37
D009,2026-05-20,P001857,321.01,5580.67
D009,2026-06-07,P001857,525.01,7191.79
D009,2025-11-26,P001858,319.2,6654.41
D009,2025-12-25,P001858,340.4,5836.96
D009,2026-01-03,P001858,307.1,6550.26
D009,2026-02-19,P001858,440.77,6226.39
D009,2026-03-13,P001858,347.02,8226.76
D009,2026-04-13,P001858,362.41,7407.18
D009,2026-06-22,P001858,252.98,5514.23
D009,2025-11-27,P001859,66.56,1126.38
D009,2026-01-08,P001859,156.62,1527.21
D009,2026-03-05,P001859,87.61,1718.56
D009,2026-04-15,P001859,49.26,1093.99
D009,2026-05-12,P001859,137.69,1530.33
D009,2026-06-17,P001859,125.98,1650.64
D009,2025-11-06,P001860,190.34,4138.52
D009,2025-12-09,P001860,34.06,724.9
D009,2026-01-11,P001860,168.89,2379.12
D009,2026-02-12,P001860,170.34,4084.48
D009,2026-04-07,P001860,444.46,6579.72
D009,2026-05-11,P001860,298.84,6096.35
D009,2026-06-20,P001860,163.35,3071.85
D009,2025-11-16,P001861,1743.29,40696.03
D009,2025-12-15,P001861,2071.45,35315.75
D009,2026-01-01,P001861,4365.54,64478.34
D009,2026-02-08,P001861,891.1,20007.95
D009,2026-03-01,P001861,1950.37,30535.71
D009,2026-04-25,P001861,2191.1,43705.05
D009,2026-05-22,P001861,2163.34,30062.57
D009,2026-06-23,P001861,1822.6,40806.2
D009,2025-11-08,P001862,842.34,7335.88
D009,2025-12-05,P001862,476.89,6287.25
D009,2026-01-11,P001862,1117.72,9023.92
D009,2026-02-09,P001862,862.83,11529.59
D009,2026-03-19,P001862,1283.53,10295.8
D009,2026-04-01,P001862,332.97,7389.63
D009,2026-05-20,P001862,1540.05,15829.08
D009,2026-06-03,P001862,1093.58,9104.42
D009,2025-11-11,P001863,1922.51,31030.04
D009,2025-12-08,P001863,1318.85,29916.42
D009,2026-01-06,P001863,2386.35,33532.04
D009,2026-02-23,P001863,2808.95,36212.98
D009,2026-03-24,P001863,1677.11,25868.73
D009,2026-04-13,P001863,1125.48,27073.5
D009,2026-05-14,P001863,2690.8,40762.13
D009,2026-06-10,P001863,1570.48,30027.85
D009,2025-11-26,P001864,256.76,2285.31
D009,2025-12-25,P001864,507.08,4207.55
D009,2026-01-13,P001864,111.08,1612.64
D009,2026-02-18,P001864,163.13,3621.41
D009,2026-03-11,P001864,208.01,2868.32
D009,2026-04-22,P001864,197.22,2345.2
D009,2026-05-14,P001864,202.69,4918.01
D009,2026-06-17,P001864,318.07,4514.35
D009,2025-12-22,P001865,2571.45,63890.59
D009,2026-01-08,P001865,3114.79,57523.72
D009,2026-03-23,P001865,2558.18,50334.44
D009,2026-04-20,P001865,2312.15,49978.75
D009,2026-05-19,P001865,7422.62,86205.46
D009,2026-06-06,P001865,5302.89,55844.08
D009,2025-11-05,P001866,367.86,8297.91
D009,2025-12-04,P001866,597.6,7818.22
D009,2026-01-06,P001866,553.65,8079.17
D009,2026-02-17,P001866,323.7,7981.91
D009,2026-03-25,P001866,589.43,11774.81
D009,2026-04-21,P001866,506.75,8359.13
D009,2026-05-05,P001866,438.73,10125.26
D009,2026-06-23,P001866,610.73,7301.1
D009,2025-11-05,P001867,164.61,3784.17
D009,2025-12-22,P001867,279.29,3539.38
D009,2026-01-02,P001867,210.58,4918.18
D009,2026-02-06,P001867,119.62,1675.14
D009,2026-03-27,P001867,195.57,3623.36
D009,2026-04-23,P001867,221.27,3661.69
D009,2026-05-03,P001867,166.16,3638.07
D009,2025-11-13,P001868,221.8,4053.16
D009,2025-12-23,P001868,642.76,6052.87
D009,2026-01-16,P001868,240.41,3681.49
D009,2026-02-05,P001868,515.7,5760.7
D009,2026-03-26,P001868,492.36,4504.24
D009,2026-04-15,P001868,508.39,4272.85
D009,2026-05-02,P001868,413.7,6052.88
D009,2026-06-06,P001868,146.8,3263.64
D009,2025-11-12,P001869,358.55,3230.13
D009,2025-12-09,P001869,232.49,2301.32
D009,2026-01-09,P001869,292.74,2502.69
D009,2026-03-08,P001869,181.36,2709.1
D009,2026-04-16,P001869,65.99,1460.38
D009,2026-05-14,P001869,201.7,2754.72
D009,2026-06-05,P001869,95.19,1674.2
D009,2025-11-24,P001870,323.1,5409.59
D009,2025-12-15,P001870,234.12,4363.12
D009,2026-01-10,P001870,227.68,5407.34
D009,2026-02-20,P001870,230.92,5382.09
D009,2026-03-20,P001870,163.25,4032.51
D009,2026-04-06,P001870,224.59,4127.91
D009,2026-06-03,P001870,235.04,4991.28
D009,2025-11-19,P001871,6951.89,71835.62
D009,2025-12-14,P001871,4494.72,85824.97
D009,2026-01-24,P001871,8345.69,84056.08
D009,2026-02-05,P001871,5670.38,74237.85
D009,2026-03-24,P001871,3650.1,41546.01
D009,2026-04-13,P001871,2240.01,53562.39
D009,2026-05-16,P001871,4139.2,87539.01
D009,2026-06-20,P001871,4481.07,66960.78
D009,2025-11-08,P001872,937.09,14002.29
D009,2025-12-19,P001872,1066.08,17113.44
D009,2026-01-01,P001872,957.38,17924.54
D009,2026-02-22,P001872,737.76,12801.88
D009,2026-05-05,P001872,260.63,4532.65
D009,2026-06-06,P001872,1112.43,18241.34
D009,2025-11-07,P001873,668.93,13729.43
D009,2025-12-25,P001873,1532.18,12613.73
D009,2026-01-13,P001873,371.26,8805.84
D009,2026-02-03,P001873,894.3,14133.86
D009,2026-03-17,P001873,1389.29,15565.24
D009,2026-04-22,P001873,642.49,15740.8
D009,2026-05-11,P001873,1720.76,19870.83
D009,2026-06-14,P001873,1167.9,15262.75
D009,2025-11-12,P001874,227.52,4687.69
D009,2026-01-12,P001874,167.91,3532.52
D009,2026-02-23,P001874,260.31,4252.68
D009,2026-03-15,P001874,328.83,5110.61
D009,2026-04-10,P001874,241.7,5043.6
D009,2026-06-19,P001874,249.72,2666.34
D009,2025-11-05,P001875,187.11,3656.51
D009,2025-12-02,P001875,585.38,6789.31
D009,2026-01-13,P001875,399.03,5787.15
D009,2026-02-10,P001875,592.82,7068.32
D009,2026-03-04,P001875,572.57,7483.57
D009,2026-04-14,P001875,568.23,6931.21
D009,2026-06-10,P001875,332.25,4414.78
D009,2025-11-21,P001876,597.08,7489.43
D009,2025-12-04,P001876,335.82,7511.76
D009,2026-01-16,P001876,198.78,3243.54
D009,2026-03-14,P001876,333.32,5883.18
D009,2026-04-13,P001876,282.63,6749.67
D009,2026-06-24,P001876,591.86,6833.05
D009,2025-11-21,P001877,236.72,4640.06
D009,2025-12-03,P001877,201.37,4452.31
D009,2026-01-01,P001877,131.79,2336.61
D009,2026-02-04,P001877,378.02,3837.12
D009,2026-03-02,P001877,176.24,4355.38
D009,2026-04-20,P001877,329.98,4168.5
D009,2026-05-23,P001877,353.57,6087.22
D009,2025-11-03,P001878,311.69,4187.94
D009,2025-12-19,P001878,679.34,8664.35
D009,2026-01-20,P001878,685.91,11721.92
D009,2026-03-03,P001878,392.52,3428.4
D009,2026-04-17,P001878,173.27,3289.56
D009,2025-12-18,P001879,203.77,3196.84
D009,2026-01-18,P001879,355.11,5962.89
D009,2026-02-13,P001879,225.38,4128.21
D009,2026-03-19,P001879,353.38,5507.62
D009,2026-04-21,P001879,398.32,4636.97
D009,2026-05-25,P001879,358.82,3556.25
D009,2026-06-26,P001879,319.67,2795.23
D009,2026-02-11,P001880,895.12,7438.49
D009,2026-03-21,P001880,478.78,7333.24
D009,2026-04-02,P001880,709.68,8597.13
D009,2026-05-06,P001880,227.29,1928.4
D009,2025-11-06,P001881,1283.06,13585.05
D009,2025-12-10,P001881,849.74,13615.7
D009,2026-01-05,P001881,209.62,4761.71
D009,2026-02-06,P001881,771.86,15170.7
D009,2026-03-07,P001881,1179.29,16801.72
D009,2026-04-24,P001881,2182.19,21454.49
D009,2026-05-12,P001881,549.16,11749.43
D009,2026-01-07,P001882,1110.07,18603.46
D009,2026-02-22,P001882,716.76,8428.24
D009,2026-03-24,P001882,648.75,15355.73
D009,2026-04-06,P001882,542.41,8743.63
D009,2026-05-07,P001882,290.08,5059.63
D009,2025-11-23,P001883,1134.03,27187.25
D009,2025-12-25,P001883,1395.9,22987.57
D009,2026-02-05,P001883,906.23,14215.16
D009,2026-03-14,P001883,1518.3,18717.32
D009,2026-04-08,P001883,640.33,15541.26
D009,2026-06-15,P001883,1426.73,21012.05
D009,2025-11-22,P001884,1879.25,30412.04
D009,2025-12-21,P001884,4752.89,49421.69
D009,2026-02-22,P001884,3723.53,45379.81
D009,2026-03-02,P001884,2245.27,51765.17
D009,2026-04-21,P001884,1843.15,18777.86
D009,2026-05-07,P001884,3869.51,34308.67
D009,2026-06-08,P001884,4277.22,47344.41
D009,2025-12-08,P001885,670.64,10708.91
D009,2026-02-13,P001885,148.36,1753.03
D009,2026-03-06,P001885,1044.0,13105.15
D009,2026-04-22,P001885,897.38,10278.61
D009,2026-05-01,P001885,825.77,11614.75
D009,2026-06-14,P001885,451.05,8165.39
D009,2025-11-07,P001886,1386.41,16032.19
D009,2026-01-03,P001886,2308.28,24179.88
D009,2026-02-25,P001886,431.04,10022.36
D009,2026-03-02,P001886,1021.82,18029.46
D009,2026-04-17,P001886,1039.5,17192.7
D009,2026-05-27,P001886,1520.61,20484.82
D009,2026-06-16,P001886,1572.76,18436.68
D009,2025-11-10,P001887,94.79,1776.75
D009,2025-12-15,P001887,82.91,2033.85
D009,2026-01-13,P001887,88.38,1865.5
D009,2026-02-25,P001887,69.53,1427.89
D009,2026-03-01,P001887,87.04,2132.52
D009,2026-04-27,P001887,113.3,1866.18
D009,2026-05-11,P001887,91.8,1641.29
D009,2026-06-15,P001887,124.11,2445.26
D009,2025-11-21,P001888,128.81,2801.43
D009,2026-02-07,P001888,76.15,1756.78
D009,2026-03-06,P001888,183.28,2933.69
D009,2026-05-08,P001888,137.17,1471.7
D009,2026-06-03,P001888,239.73,3579.48
D009,2025-11-17,P001889,3859.41,90551.91
D009,2025-12-26,P001889,6116.87,61980.96
D009,2026-01-27,P001889,3902.02,78634.78
D009,2026-02-10,P001889,1872.81,43236.18
D009,2026-03-09,P001889,4175.39,62058.29
D009,2026-05-22,P001889,3393.33,62203.48
D009,2026-06-14,P001889,2822.49,45174.86
D009,2025-11-25,P001890,743.17,11489.82
D009,2025-12-17,P001890,642.38,11272.35
D009,2026-01-21,P001890,579.76,7525.68
D009,2026-02-21,P001890,420.21,8963.28
D009,2026-03-04,P001890,636.62,9294.95
D009,2026-04-26,P001890,561.6,11807.6
D009,2026-05-12,P001890,1276.51,13927.83
D009,2026-06-17,P001890,868.92,10582.75
D009,2025-12-21,P001891,1498.31,26459.82
D009,2026-01-06,P001891,2056.51,37410.68
D009,2026-02-15,P001891,1223.0,28558.36
D009,2026-03-21,P001891,355.68,7338.62
D009,2026-04-01,P001891,1133.58,22912.63
D009,2026-05-09,P001891,1539.41,27725.9
D009,2026-06-19,P001891,1350.21,12614.63
D009,2025-11-25,P001892,112.07,2378.94
D009,2025-12-19,P001892,247.05,2507.07
D009,2026-01-09,P001892,145.13,2779.12
D009,2026-02-09,P001892,54.26,1264.11
D009,2026-04-12,P001892,143.93,3015.45
D009,2026-05-07,P001892,95.23,2092.79
D009,2026-06-20,P001892,192.41,2276.05
D009,2025-12-23,P001893,1159.18,13361.16
D009,2026-01-11,P001893,699.73,9320.0
D009,2026-02-17,P001893,1040.46,13831.42
D009,2026-03-22,P001893,556.01,13153.05
D009,2026-04-25,P001893,0.0,0.0
D009,2026-05-16,P001893,725.71,9223.1
D009,2025-11-02,P001894,800.81,14889.25
D009,2025-12-20,P001894,1961.57,26910.44
D009,2026-01-05,P001894,894.94,18593.26
D009,2026-02-19,P001894,1509.24,24115.67
D009,2026-03-01,P001894,2093.43,20544.79
D009,2026-04-02,P001894,1559.64,18934.08
D009,2026-05-02,P001894,1374.87,12939.57
D009,2026-06-09,P001894,934.57,20591.17
D009,2025-11-10,P001895,3048.59,46602.4
D009,2025-12-04,P001895,4175.99,38465.23
D009,2026-01-10,P001895,2016.44,47258.67
D009,2026-02-02,P001895,3200.71,62595.45
D009,2026-03-23,P001895,2647.53,33467.48
D009,2026-05-15,P001895,2421.77,49693.06
D009,2026-06-04,P001895,3497.61,70934.99
D009,2025-11-11,P001896,247.07,4800.77
D009,2025-12-05,P001896,360.19,6284.38
D009,2026-01-19,P001896,309.2,6714.68
D009,2026-02-07,P001896,769.73,6610.37
D009,2026-03-20,P001896,728.43,7201.7
D009,2026-04-21,P001896,433.52,6518.28
D009,2026-05-19,P001896,317.43,5956.4
D009,2026-06-27,P001896,505.82,6482.3
D009,2025-11-27,P001897,2327.88,40120.48
D009,2025-12-20,P001897,1958.63,22937.88
D009,2026-01-05,P001897,1394.87,28996.24
D009,2026-02-05,P001897,2079.13,32329.03
D009,2026-03-24,P001897,3146.01,45579.86
D009,2026-04-05,P001897,1742.27,38368.02
D009,2026-06-21,P001897,3960.35,38319.05
D009,2025-12-25,P001898,2165.87,25426.79
D009,2026-01-22,P001898,1879.98,36090.65
D009,2026-02-17,P001898,1151.7,28234.96
D009,2026-03-23,P001898,3868.58,35937.17
D009,2026-04-03,P001898,2194.93,22682.93
D009,2026-05-05,P001898,1558.7,30900.7
D009,2025-11-14,P001899,1260.52,28141.72
D009,2025-12-14,P001899,1162.4,26705.98
D009,2026-02-26,P001899,1246.94,17983.92
D009,2026-03-18,P001899,1562.75,19787.0
D009,2026-04-26,P001899,975.33,17436.44
D009,2025-11-08,P001900,183.41,3430.66
D009,2025-12-06,P001900,181.57,2976.68
D009,2026-01-22,P001900,171.6,3675.64
D009,2026-02-10,P001900,196.27,3715.83
D009,2026-03-08,P001900,144.75,3233.26
D009,2026-04-17,P001900,153.14,2248.53
D009,2026-05-08,P001900,141.1,3049.91
D009,2026-06-21,P001900,174.26,4253.91
D009,2025-12-27,P001901,223.53,4526.06
D009,2026-01-02,P001901,630.99,8808.23
D009,2026-02-26,P001901,486.46,7261.66
D009,2026-03-16,P001901,396.69,6872.77
D009,2026-04-17,P001901,384.42,6126.99
D009,2026-05-14,P001901,499.44,7643.74
D009,2026-06-16,P001901,448.88,7736.31
D009,2025-11-24,P001902,459.26,9362.53
D009,2026-01-02,P001902,537.53,11843.03
D009,2026-02-03,P001902,560.95,9866.6
D009,2026-03-15,P001902,783.41,9152.35
D009,2026-04-23,P001902,1052.63,17280.26
D009,2026-05-07,P001902,789.38,15092.1
D009,2026-06-24,P001902,1055.6,12854.02
D009,2025-11-13,P001903,2566.92,24463.07
D009,2025-12-17,P001903,3426.23,42768.96
D009,2026-01-25,P001903,1614.25,38774.16
D009,2026-02-01,P001903,921.42,22899.6
D009,2026-03-05,P001903,2668.28,44936.62
D009,2026-04-22,P001903,583.43,14366.25
D009,2026-05-13,P001903,1099.77,26715.06
D009,2026-06-04,P001903,2806.8,32029.06
D009,2025-11-10,P001904,2020.6,30609.56
D009,2025-12-19,P001904,2634.04,27900.1
D009,2026-01-16,P001904,1872.7,30796.38
D009,2026-02-26,P001904,2849.83,59468.57
D009,2026-04-27,P001904,2021.26,29615.89
D009,2026-05-14,P001904,1235.62,29892.11
D009,2026-06-12,P001904,2702.59,51560.27
